date,target,prediction,error
2025-06-26,68.79,55.96088088789281,12.829119112107193
2025-06-27,53.57,60.34872255160909,-6.778722551609093
2025-06-30,49.23,53.25100149055006,-4.021001490550063
2025-07-01,56.56,49.74634641261874,6.8136535873812605
2025-07-02,82.0,56.170687101563196,25.829312898436804
2025-07-03,78.98,68.31625362871586,10.663746371284148
2025-07-07,74.46,66.1029123120262,8.357087687973788
2025-07-08,65.65,64.88908545494516,0.7609145450548453
2025-07-10,67.63,61.6367062720539,5.993293727946096
2025-07-11,79.14,63.09521095676363,16.04478904323637
2025-07-14,87.68,68.09147037337695,19.588529626623057
2025-07-15,113.6,75.84448147343042,37.755518526569574
2025-07-16,63.1,92.53332128856856,-29.433321288568557
2025-07-17,57.44,66.81357431136662,-9.373574311366625
2025-07-18,48.16,60.06827889865617,-11.908278898656171
2025-07-21,56.98,52.338490699828085,4.641509300171911
2025-07-22,132.83,54.085478434502754,78.74452156549725
2025-07-24,142.66,96.43666169734483,46.223338302655165
2025-07-25,208.09,106.13463762666355,101.95536237333646
2025-07-28,190.96,141.09648138787503,49.86351861212498
2025-07-29,61.13,133.72859414592142,-72.59859414592142
2025-07-30,39.65,66.37156651620346,-26.72156651620346
2025-07-31,45.79,48.60298294546465,-2.812982945464654
2025-08-01,44.04,50.53508082672647,-6.495080826726472
2025-08-04,44.92,48.464415016956856,-3.5444150169568545
2025-08-05,45.34,46.3535212238344,-1.0135212238343954
2025-08-07,65.96,45.189632636747575,20.77036736325242
2025-08-08,71.99,54.603571150503306,17.38642884949669
2025-08-11,64.98,60.31956899417968,4.660431005820321
2025-08-12,65.82,56.0261932099012,9.793806790098792
2025-08-13,66.06,57.92713587311894,8.13286412688106
2025-08-14,75.15,58.116878212219824,17.033121787780182
2025-08-15,42.89,65.97419928315934,-23.084199283159336
2025-08-18,44.74,48.33881813355337,-3.5988181335533653
2025-08-19,34.72,47.614166666883364,-12.894166666883365
2025-08-21,35.86,42.36190635695878,-6.501906356958777
2025-08-22,27.42,40.24268571387441,-12.822685713874407
2025-08-25,26.94,33.579112230149626,-6.639112230149625
2025-08-26,27.32,32.02708355488862,-4.707083554888619
2025-08-27,28.57,31.809637988746847,-3.2396379887468463
2025-08-28,33.25,32.43831234426991,0.8116876557300898
2025-08-29,33.46,34.90407053071003,-1.4440705307100288
2025-09-02,40.56,33.29585500756876,7.264144992431241
2025-09-04,30.5,40.55555938646846,-10.05555938646846
2025-09-05,33.38,34.01452660030551,-0.6345266003055059
2025-09-08,36.72,34.18039747357753,2.5396025264224704
2025-09-09,44.92,36.742395724825265,8.177604275174737
2025-09-10,42.7,40.804966990793964,1.8950330092060383
2025-09-11,58.36,41.14842815802642,17.21157184197358
2025-09-12,45.8,50.4734300728884,-4.673430072888401
2025-09-15,44.96,44.039368814400774,0.9206311855992269
2025-09-16,61.93,43.12388226352021,18.80611773647979
2025-09-18,52.08,53.6121791069568,-1.5321791069568036
2025-09-19,74.56,49.23117743112494,25.32882256887506
2025-09-22,63.17,60.876306858202966,2.2936931417970357
2025-09-23,68.23,56.265852550818984,11.96414744918102
2025-09-24,70.5,60.074751136757556,10.425248863242444
2025-09-25,83.3,62.366024291834925,20.93397570816507
2025-09-26,68.05,69.92584123450463,-1.8758412345046338
2025-09-29,48.84,63.12027828150207,-14.280278281502063
2025-09-30,55.05,53.32829827551528,1.721701724484717
2025-10-02,96.88,56.82459413985141,40.05540586014858
2025-10-03,78.79,77.57361114953409,1.2163888504659184
2025-10-06,54.57,70.05539251663296,-15.485392516632963
2025-10-07,51.9,56.415886240352876,-4.515886240352877
2025-10-08,45.48,53.614940455453095,-8.134940455453098
2025-10-09,57.65,48.516304311469625,9.133695688530374
2025-10-10,61.28,52.214269530965595,9.065730469034406
2025-10-13,52.56,55.111815690257075,-2.5518156902570723
2025-10-14,43.56,51.599837013677025,-8.039837013677023
2025-10-16,49.63,46.93522394320065,2.6947760567993555
2025-10-17,51.58,48.4725250776684,3.1074749223315976
2025-10-20,52.83,50.55438752146721,2.2756124785327856
2025-10-21,58.78,51.96164790612069,6.818352093879312
2025-10-22,66.0,56.00849103687997,9.991508963120033
2025-10-23,62.43,59.481507785532436,2.9484922144675636
2025-10-24,64.83,57.73467248162589,7.095327518374106
2025-10-27,60.75,58.30394374722097,2.44605625277903
2025-10-28,56.07,58.04408016736549,-1.9740801673654929
2025-10-30,59.86,56.390238654525426,3.4697613454745735
2025-10-31,54.53,59.451341331609136,-4.921341331609135
2025-11-03,46.37,54.569066813022125,-8.199066813022128
2025-11-04,52.88,50.624888370321976,2.2551116296780265
2025-11-05,50.77,53.802730973488906,-3.0327309734889027
2025-11-06,78.18,53.70121807705172,24.478781922948286
2025-11-07,91.08,67.90139718014387,23.178602819856124
2025-11-10,59.17,74.35319551371963,-15.183195513719625
2025-11-14,68.92,57.69097240189551,11.229027598104494
2025-11-17,72.08,61.71721464926897,10.36278535073103
2025-11-18,71.44,63.88747053967225,7.552529460327747
2025-11-19,63.71,66.7348808486645,-3.024880848664502
2025-11-20,51.54,63.23206183228687,-11.692061832286868
2025-11-21,46.83,58.8401384640683,-12.010138464068305
2025-11-24,38.71,52.75028007706119,-14.04028007706119
2025-11-25,80.39,46.71575864507554,33.67424135492446
2025-12-01,74.76,72.19114088845593,2.5688591115440715
2025-12-02,75.32,67.4086915500173,7.911308449982698
2025-12-03,92.31,68.79660125706167,23.513398742938335
2025-12-04,104.95,78.22619218690998,26.72380781309002
2025-12-05,125.49,87.75814640979333,37.73185359020667
2025-12-08,80.99,97.96450781475944,-16.97450781475945
2025-12-09,88.32,75.0912668135251,13.228733186474898
2025-12-11,170.08,80.58295948297116,89.49704051702885
2025-12-12,99.81,125.0806826553347,-25.270682655334696
2025-12-15,62.47,90.7734436657765,-28.3034436657765
2025-12-16,54.97,67.81421734608,-12.84421734608
2025-12-17,51.82,62.014146877312015,-10.194146877312015
2025-12-18,63.52,58.904785406294714,4.615214593705289
2025-12-19,46.98,59.619175239256116,-12.639175239256119
2025-12-22,34.42,50.666926578200965,-16.246926578200963
