date,power_price,volume_mwh,gas_price,month,power_lag1,power_lag7,gas_lag1,power_lag2,power_lag30,power_ma7,power_std7,gas_lag7,dayofweek
2017-06-12,45.43,44000.0,3.12,6,53.59,27.97,3.03,27.46,36.81,30.801428571428573,10.273380535103712,3.05,0
2017-06-13,36.56,19200.0,3.12,6,45.43,30.5,3.12,53.59,36.29,33.29571428571428,11.515800532518876,2.85,1
2017-06-14,28.91,10400.0,2.95,6,36.56,27.31,3.12,45.43,30.28,34.16142857142857,11.498371520308764,2.92,2
2017-06-15,30.3,48800.0,2.94,6,28.91,24.03,2.95,36.56,29.76,34.39,11.354477824482583,2.92,3
2017-06-16,31.37,28000.0,3.01,6,30.3,24.75,2.94,28.91,30.47,35.285714285714285,10.624871539839683,3.06,4
2017-06-19,31.92,12000.0,2.87,6,31.37,27.46,3.01,30.3,29.4,36.23142857142857,9.792839949969279,2.98,0
2017-06-20,29.23,32800.0,2.91,6,31.92,53.59,2.87,31.37,32.54,36.86857142857143,9.257493232640298,3.03,1
2017-06-21,35.51,48800.0,2.91,6,29.23,45.43,2.91,31.92,34.23,33.38857142857143,5.8903294434505975,3.12,2
2017-06-22,32.16,41600.0,2.88,6,35.51,36.56,2.91,29.23,33.79,31.971428571428568,2.9894895248265625,3.12,3
2017-06-23,26.93,9600.0,2.89,6,32.16,28.91,2.88,35.51,35.33,31.342857142857138,2.229990390754473,2.95,4
2017-06-26,24.63,20800.0,2.98,6,26.93,30.3,2.89,32.16,33.8,31.06,2.6718158619186605,2.94,0
2017-06-27,25.91,27200.0,2.99,6,24.63,31.37,2.98,26.93,33.39,30.25,3.6287325611017667,3.01,1
2017-06-28,31.19,21600.0,3.03,6,25.91,31.92,2.99,24.63,36.95,29.47,3.922766880659646,2.87,2
2017-06-29,35.05,31200.0,3.07,6,31.19,29.23,3.03,25.91,48.07,29.365714285714283,3.8559125903944085,2.91,3
2017-06-30,32.03,28000.0,2.98,6,35.05,35.51,3.07,31.19,63.69,30.197142857142858,4.409500025648108,2.91,4
2017-07-03,33.5,3200.0,2.98,7,32.03,32.16,2.98,35.05,42.61,29.699999999999996,3.874381671097149,2.88,0
2017-07-05,30.76,72000.0,2.98,7,33.5,26.93,2.98,32.03,33.3,29.891428571428566,4.045509562347841,2.89,2
2017-07-06,31.76,47200.0,2.89,7,30.76,24.63,2.98,33.5,31.15,30.43857142857143,3.8315724734171215,2.98,3
2017-07-07,33.22,37600.0,2.91,7,31.76,25.91,2.89,30.76,29.43,31.457142857142856,2.852774756184572,2.99,4
2017-07-10,37.29,52800.0,2.92,7,33.22,31.19,2.91,31.76,29.54,32.50142857142857,1.501836970418019,3.03,0
2017-07-11,43.21,52800.0,2.98,7,37.29,35.05,2.92,33.22,32.8,33.372857142857136,2.214646053629608,3.07,1
2017-07-12,42.18,58400.0,3.01,7,43.21,32.03,2.98,37.29,28.86,34.53857142857142,4.356456620432976,2.98,2
2017-07-13,32.5,40800.0,2.96,7,42.18,33.5,3.01,43.21,28.18,35.988571428571426,5.020844645314264,2.98,3
2017-07-14,31.69,18400.0,2.94,7,32.5,30.76,2.96,42.18,27.97,35.84571428571429,5.116762834523589,2.98,4
2017-07-17,36.1,32800.0,3.04,7,31.69,31.76,2.94,32.5,30.5,35.97857142857143,4.972750508425652,2.89,0
2017-07-18,43.77,30400.0,3.11,7,36.1,33.22,3.04,31.69,27.31,36.598571428571425,4.616944980436835,2.91,1
2017-07-19,53.05,34400.0,3.11,7,43.77,37.29,3.11,36.1,24.03,38.105714285714285,5.033411226139626,2.92,2
2017-07-20,45.21,26400.0,3.12,7,53.05,43.21,3.11,43.77,24.75,40.357142857142854,7.518811329560243,2.98,3
2017-07-21,34.6,20800.0,3.06,7,45.21,42.18,3.12,53.05,27.46,40.642857142857146,7.68152700593162,3.01,4
2017-07-24,28.97,20000.0,2.99,7,34.6,32.5,3.06,45.21,53.59,39.559999999999995,7.958019016480571,2.96,0
2017-07-25,30.41,28800.0,2.99,7,28.97,31.69,2.99,34.6,45.43,39.05571428571428,8.56839902810097,2.94,1
2017-07-26,30.94,7200.0,2.92,7,30.41,36.1,2.99,28.97,36.56,38.872857142857136,8.7632313566129,3.04,2
2017-07-27,30.0,45600.0,2.95,7,30.94,43.77,2.92,30.41,28.91,38.135714285714286,9.239436954603622,3.11,3
2017-07-28,31.51,43200.0,2.96,7,30.0,53.05,2.95,30.94,30.3,36.168571428571425,9.30555645581611,3.11,4
2017-07-31,35.21,12000.0,2.87,7,31.51,45.21,2.96,30.0,31.37,33.09142857142857,5.627288952273656,3.12,0
2017-08-01,36.44,37600.0,2.8,8,35.21,34.6,2.87,31.51,31.92,31.662857142857142,2.3572986961472355,3.06,1
2017-08-02,34.76,16000.0,2.8,8,36.44,28.97,2.8,35.21,29.23,31.925714285714285,2.8003503182213096,2.99,2
2017-08-03,30.52,33600.0,2.76,8,34.76,30.41,2.8,36.44,35.51,32.75285714285714,2.6318416510479303,2.99,3
2017-08-04,28.86,8000.0,2.76,8,30.52,30.94,2.76,34.76,32.16,32.76857142857143,2.6158008880101145,2.92,4
2017-08-07,27.5,800.0,2.8,8,28.86,30.0,2.76,30.52,26.93,32.47142857142857,2.9543664214821406,2.95,0
2017-08-08,28.61,5600.0,2.81,8,27.5,31.51,2.8,28.86,24.63,32.11428571428571,3.417698334370978,2.96,1
2017-08-09,30.98,30400.0,2.81,8,28.61,35.21,2.81,27.5,25.91,31.699999999999996,3.6696366759304127,2.87,2
2017-08-10,29.56,16800.0,2.89,8,30.98,36.44,2.81,28.61,31.19,31.095714285714283,3.327651109230384,2.8,3
2017-08-11,29.2,4000.0,2.96,8,29.56,34.76,2.89,30.98,35.05,30.112857142857138,2.3620098382925563,2.8,4
2017-08-14,32.92,38400.0,3.02,8,29.2,30.52,2.96,29.56,32.03,29.318571428571424,1.175846199855524,2.76,0
2017-08-15,37.74,29600.0,2.96,8,32.92,28.86,3.02,29.2,33.5,29.66142857142857,1.7794983241674223,2.76,1
2017-08-16,36.6,20000.0,2.94,8,37.74,27.5,2.96,32.92,30.76,30.93,3.4726502847249567,2.8,2
2017-08-17,34.91,38400.0,2.91,8,36.6,28.61,2.94,37.74,31.76,32.23,3.67218826677867,2.81,3
2017-08-18,39.18,14400.0,2.9,8,34.91,30.98,2.91,36.6,33.22,33.13,3.3989655289024174,2.81,4
2017-08-21,42.8,17600.0,3.0,8,39.18,29.56,2.9,34.91,37.29,34.301428571428566,3.909221698204704,2.89,0
2017-08-22,31.21,30400.0,3.0,8,42.8,29.2,3.0,39.18,43.21,36.192857142857136,4.404432291399644,2.96,1
2017-08-23,26.51,18400.0,2.94,8,31.21,32.92,3.0,42.8,42.18,36.48,3.9103665642324072,3.02,2
2017-08-24,25.92,8000.0,2.97,8,26.51,37.74,2.94,31.21,32.5,35.56428571428571,5.363508979337005,2.96,3
2017-08-25,27.23,7200.0,2.93,8,25.92,36.6,2.97,26.51,31.69,33.87571428571429,6.3367048669974135,2.94,4
2017-08-28,26.86,8000.0,2.95,8,27.23,34.91,2.93,25.92,36.1,32.537142857142854,6.647359662015487,2.91,0
2017-08-29,27.41,16000.0,2.95,8,26.86,39.18,2.95,27.23,43.77,31.387142857142855,6.86132085020982,2.9,1
2017-08-30,29.35,13600.0,2.95,8,27.41,42.8,2.95,26.86,53.05,29.705714285714286,6.024463619672888,3.0,2
2017-08-31,24.15,18400.0,2.92,8,29.35,31.21,2.95,27.41,45.21,27.784285714285712,1.8523845635906437,3.0,3
2017-09-01,32.33,20800.0,2.88,9,24.15,26.51,2.92,29.35,34.6,26.775714285714283,1.5779718749380816,2.94,4
2017-09-05,25.16,11200.0,2.88,9,32.33,25.92,2.88,24.15,28.97,27.607142857142858,2.610253591037496,2.97,1
2017-09-06,23.95,16000.0,2.98,9,25.16,27.23,2.88,32.33,30.41,27.49857142857143,2.7061684387798106,2.93,2
2017-09-07,22.7,40800.0,2.92,9,23.95,26.86,2.98,25.16,30.94,27.029999999999998,3.0255412738880874,2.95,3
2017-09-08,26.08,20000.0,2.88,9,22.7,27.41,2.92,23.95,30.0,26.435714285714283,3.444105385257872,2.95,4
2017-09-11,30.15,30400.0,2.88,9,26.08,29.35,2.88,22.7,31.51,26.245714285714286,3.417986040262445,2.95,0
2017-09-12,32.29,37600.0,2.88,9,30.15,24.15,2.88,26.08,35.21,26.359999999999996,3.549910797001389,2.92,1
2017-09-13,34.07,23200.0,3.02,9,32.29,32.33,2.88,30.15,36.44,27.52285714285714,4.008872303136816,2.88,2
2017-09-14,35.12,18400.0,3.03,9,34.07,25.16,3.02,32.29,34.76,27.77142857142857,4.3922334051954275,2.88,3
2017-09-15,35.84,36800.0,3.0,9,35.12,23.95,3.03,34.07,30.52,29.194285714285712,4.979300008176738,2.98,4
2017-09-18,36.22,48000.0,3.11,9,35.84,22.7,3.0,35.12,28.86,30.89285714285714,4.919816101867093,2.92,0
2017-09-19,44.4,31200.0,3.18,9,36.22,26.08,3.11,35.84,27.5,32.824285714285715,3.6599219351550047,2.88,1
2017-09-20,51.44,31200.0,3.13,9,44.4,30.15,3.18,36.22,28.61,35.441428571428574,4.48954128529642,2.88,2
2017-09-21,53.24,61600.0,3.11,9,51.44,32.29,3.13,44.4,30.98,38.48285714285714,6.881605225250169,2.88,3
2017-09-22,68.98,35200.0,2.93,9,53.24,34.07,3.11,51.44,29.56,41.47571428571428,8.173742221575242,3.02,4
2017-09-25,49.01,31200.0,2.96,9,68.98,35.12,2.93,53.24,29.2,46.462857142857146,12.43918769358314,3.03,0
2017-09-26,38.76,49600.0,2.96,9,49.01,35.84,2.96,68.98,32.92,48.44714285714286,11.392001162051827,3.0,1
2017-09-27,32.7,16000.0,2.98,9,38.76,36.22,2.96,49.01,37.74,48.864285714285714,10.896090823689702,3.11,2
2017-09-28,27.49,28800.0,2.96,9,32.7,44.4,2.98,38.76,36.6,48.36142857142857,11.633177308272835,3.18,3
2017-09-29,30.14,19200.0,2.94,9,27.49,51.44,2.96,32.7,34.91,45.94571428571429,14.089350419309438,3.13,4
2017-10-02,31.98,24800.0,2.94,10,30.14,53.24,2.94,27.49,39.18,42.902857142857144,14.977089964660149,3.11,0
2017-10-03,35.14,23200.0,2.73,10,31.98,68.98,2.94,30.14,42.8,39.86571428571428,14.684243093809613,2.93,1
2017-10-04,39.22,36800.0,2.8,10,35.14,49.01,2.73,31.98,31.21,35.03142857142857,7.128119033264056,2.96,2
2017-10-05,38.43,20800.0,2.8,10,39.22,38.76,2.8,35.14,26.51,33.63285714285714,4.345728608974287,2.96,3
2017-10-06,47.53,42400.0,2.93,10,38.43,32.7,2.8,39.22,25.92,33.58571428571428,4.282164005666881,2.98,4
2017-10-09,50.16,41600.0,2.87,10,47.53,27.49,2.93,38.43,27.23,35.70428571428571,6.736242417309686,2.96,0
2017-10-10,37.11,40800.0,2.89,10,50.16,30.14,2.87,47.53,26.86,38.942857142857136,7.531451197668169,2.94,1
2017-10-11,31.35,9600.0,2.89,10,37.11,31.98,2.89,50.16,27.41,39.93857142857143,6.57350091547224,2.94,2
2017-10-12,29.2,27200.0,2.95,10,31.35,35.14,2.89,37.11,29.35,39.848571428571425,6.7036493259801695,2.73,3
2017-10-13,30.23,9600.0,2.99,10,29.2,39.22,2.95,31.35,24.15,39.0,7.700805152709691,2.8,4
2017-10-16,31.89,28800.0,2.87,10,30.23,38.43,2.99,29.2,32.33,37.715714285714284,8.37787932025534,2.8,0
2017-10-17,30.28,27200.0,2.88,10,31.89,47.53,2.87,30.23,25.16,36.78142857142857,8.645342539139083,2.93,1
2017-10-18,28.66,44800.0,2.81,10,30.28,50.16,2.88,31.89,23.95,34.317142857142855,7.446246737530979,2.87,2
2017-10-19,27.09,16800.0,2.83,10,28.66,37.11,2.81,30.28,22.7,31.245714285714286,2.8181250099008985,2.89,3
2017-10-20,30.44,22400.0,2.8,10,27.09,31.35,2.83,28.66,26.08,29.814285714285713,1.6425676763619133,2.89,4
2017-10-23,31.02,24800.0,2.95,10,30.44,29.2,2.8,27.09,30.15,29.684285714285714,1.5331324920226705,2.95,0
2017-10-24,31.14,8800.0,2.95,10,31.02,30.23,2.95,30.44,32.29,29.944285714285716,1.5905644400952883,2.99,1
2017-10-25,30.36,22400.0,2.98,10,31.14,31.89,2.95,31.02,34.07,30.07428571428571,1.653741789023396,2.87,2
2017-10-26,28.0,1600.0,2.91,10,30.36,30.28,2.98,31.14,35.12,29.85571428571429,1.4639883554052968,2.88,3
2017-10-27,33.53,8000.0,2.78,10,28.0,28.66,2.91,30.36,35.84,29.529999999999998,1.6010725571733901,2.81,4
2017-10-30,32.63,22400.0,2.94,10,33.53,27.09,2.78,28.0,36.22,30.225714285714282,2.1305543655965002,2.83,0
2017-10-31,33.5,8800.0,2.84,10,32.63,30.44,2.94,33.53,44.4,31.017142857142858,1.7700726377348295,2.8,1
2017-11-01,30.14,18400.0,2.68,11,33.5,31.02,2.84,32.63,51.44,31.454285714285714,1.9703117954854157,2.95,2
2017-11-02,29.77,69600.0,2.68,11,30.14,31.14,2.68,33.5,53.24,31.328571428571426,2.0298146760352314,2.95,3
2017-11-03,34.16,44000.0,2.75,11,29.77,30.36,2.68,30.14,68.98,31.13285714285714,2.1152755083418495,2.98,4
2017-11-06,35.3,40000.0,3.01,11,34.16,28.0,2.75,29.77,49.01,31.675714285714285,2.3576037067530287,2.91,0
2017-11-07,44.64,47200.0,3.07,11,35.3,33.53,3.01,34.16,38.76,32.71857142857142,2.0559460804492535,2.78,1
2017-11-08,51.13,67200.0,3.16,11,44.64,32.63,3.07,35.3,32.7,34.30571428571428,4.98648793288044,2.94,2
2017-11-09,58.28,65600.0,3.18,11,51.13,33.5,3.16,44.64,27.49,36.94857142857143,7.963940458030052,2.84,3
2017-11-10,40.87,17600.0,3.17,11,58.28,30.14,3.18,51.13,30.14,40.48857142857143,11.075213208739951,2.68,4
2017-11-13,40.39,16000.0,3.13,11,40.87,29.77,3.17,58.28,31.98,42.021428571428565,10.104183009314237,2.68,0
2017-11-14,34.11,39200.0,3.06,11,40.39,34.16,3.13,40.87,35.14,43.53857142857142,8.650810036390496,2.75,1
2017-11-15,32.95,33600.0,3.16,11,34.11,35.3,3.06,40.39,39.22,43.53142857142857,8.65986033099733,3.01,2
2017-11-16,31.25,26400.0,3.09,11,32.95,44.64,3.16,34.11,38.43,43.19571428571428,9.068079284212402,3.07,3
2017-11-17,34.17,33600.0,3.04,11,31.25,51.13,3.09,32.95,47.53,41.28285714285714,10.069602299802645,3.16,4
2017-11-20,27.8,28800.0,3.04,11,34.17,58.28,3.04,31.25,50.16,38.86,9.31769105876917,3.18,0
2017-11-21,28.0,20800.0,3.05,11,27.8,40.87,3.04,34.17,37.11,34.505714285714284,4.714954425876835,3.17,1
2017-11-22,24.63,12000.0,3.05,11,28.0,40.39,3.05,27.8,31.35,32.667142857142856,4.3116613746355545,3.13,2
2017-11-24,30.08,12000.0,3.05,11,24.63,34.11,3.05,28.0,29.2,30.415714285714284,3.674533336098016,3.06,4
2017-11-27,27.57,19200.0,2.88,11,30.08,32.95,3.05,24.63,30.23,29.84,3.295400835508034,3.16,0
2017-11-28,28.17,16800.0,2.88,11,27.57,31.25,2.88,30.08,31.89,29.071428571428573,3.068764292954848,3.09,1
2017-11-29,28.75,1600.0,3.06,11,28.17,34.17,2.88,27.57,30.28,28.631428571428568,2.9216172951035198,3.04,2
2017-11-30,27.53,11200.0,3.06,11,28.75,27.8,3.06,28.17,28.66,27.857142857142858,1.6510977589241043,3.04,3
2017-12-01,28.21,32800.0,2.84,12,27.53,28.0,3.06,28.75,27.09,27.818571428571428,1.655802208109816,3.05,4
2017-12-04,28.78,49600.0,2.91,12,28.21,24.63,2.84,27.53,30.44,27.84857142857143,1.6615297025275662,3.05,0
2017-12-05,30.2,35200.0,2.86,12,28.78,30.08,2.91,28.21,31.02,28.44142857142857,0.8767445194475642,3.05,1
2017-12-06,37.44,34400.0,2.86,12,30.2,27.57,2.86,28.78,31.14,28.458571428571425,0.9144839814788122,2.88,2
2017-12-07,36.97,85600.0,2.81,12,37.44,28.17,2.86,30.2,30.36,29.868571428571425,3.4394157864935906,2.88,3
2017-12-08,40.28,48000.0,2.78,12,36.97,28.75,2.81,37.44,28.0,31.12571428571428,4.232016293064367,3.06,4
2017-12-11,39.38,123200.0,2.81,12,40.28,27.53,2.78,36.97,33.53,32.77285714285714,5.269806176972499,3.06,0
2017-12-12,47.76,32000.0,2.87,12,39.38,28.21,2.81,40.28,32.63,34.465714285714284,5.207871789073629,2.84,1
2017-12-13,40.9,34400.0,2.87,12,47.76,28.78,2.87,39.38,33.5,37.25857142857143,6.399678191314101,2.91,2
2017-12-14,38.52,32800.0,2.69,12,40.9,30.2,2.87,47.76,30.14,38.99,5.261878625231396,2.86,3
2017-12-15,29.73,19200.0,2.6,12,38.52,37.44,2.69,40.9,29.77,40.17857142857143,3.632998892427758,2.86,4
2017-12-18,27.32,18400.0,2.71,12,29.73,36.97,2.6,38.52,34.16,39.07714285714285,5.359927593682976,2.81,0
2017-12-19,28.79,8800.0,2.75,12,27.32,40.28,2.71,29.73,35.3,37.69857142857143,6.9864164122756565,2.78,1
2017-12-20,32.29,11200.0,2.72,12,28.79,39.38,2.75,27.32,44.64,36.05714285714286,7.601523343571175,2.81,2
2017-12-21,25.69,33600.0,2.64,12,32.29,47.76,2.72,28.79,51.13,35.044285714285714,7.557201548066294,2.87,3
2017-12-22,34.22,40800.0,2.63,12,25.69,40.9,2.64,32.29,58.28,31.89142857142857,5.7575672772779045,2.87,4
2017-12-26,68.85,49600.0,2.68,12,34.22,38.52,2.63,25.69,40.87,30.937142857142852,4.411929714934742,2.69,1
2017-12-27,125.29,35200.0,2.76,12,68.85,29.73,2.68,34.22,40.39,35.269999999999996,15.084540651497047,2.6,2
2017-12-28,104.69,31200.0,2.97,12,125.29,27.32,2.76,68.85,34.11,48.92142857142857,36.818560730774294,2.71,3
2017-12-29,186.89,28800.0,3.69,12,104.69,28.79,2.97,125.29,32.95,59.97428571428571,40.665281611854475,2.75,4
2018-01-03,172.81,40000.0,6.24,1,186.89,32.29,3.69,104.69,31.25,82.55999999999999,59.84191424077275,2.72,2
